1.000000000000000021e-03 1.686407124775163968e+00 1.777174510263565876e+00 1.862852135818038546e+00 1.942591708116260474e+00 2.015544933835910602e+00 2.083408399621631268e+00 2.148726985440387427e+00 2.214893864581465532e+00 2.285302210334151152e+00 2.351469089475228369e+00 2.382855942401124860e+00 2.398973515525233413e+00 2.420180848583271427e+00 2.431208661773450963e+00 7.432641578110995795e+00
2.000000000000000042e-03 2.502465300848458085e+00 2.612743432750254335e+00 2.701814231594013016e+00 2.768829404057412180e+00 2.822271883363667300e+00 2.870624602735993403e+00 2.918129028785998447e+00 2.971571508092253566e+00 3.035193507266366275e+00 3.108146732986017291e+00 3.142926759201198905e+00 3.153954572391378441e+00 3.164982385581557978e+00 3.170072145515486994e+00 1.063042657559853588e+01
5.000000000000000104e-03 3.911480509224487534e+00 4.054842080696823281e+00 4.126947013094151906e+00 4.132036773028081811e+00 4.106587973358434951e+00 4.080290880366468365e+00 4.058235253986109292e+00 4.045510854151286750e+00 4.042117680862000739e+00 4.051448907407537270e+00 4.059931840630751410e+00 4.061628427275395303e+00 4.064173307242359812e+00 4.065021600564681314e+00 1.587971493912263021e+01
1.000000000000000021e-02 5.106725800375497393e+00 5.233969798723723699e+00 5.244149318591581732e+00 5.160168279681752068e+00 5.039710627912096896e+00 4.929432496010301534e+00 4.831878763943326938e+00 4.739414791810283134e+00 4.647799112999559945e+00 4.567211247379015404e+00 4.536672687775441304e+00 4.525644874585261768e+00 4.515465354717403734e+00 4.510375594783474718e+00 1.996781314734728596e+01
2.000000000000000042e-02 6.268039358633646252e+00 6.324875011229187827e+00 6.154368053442563102e+00 5.916845923192539658e+00 5.682716966231803113e+00 5.478278275552318277e+00 5.292502037963907391e+00 5.118601906887997544e+00 4.946398362456731590e+00 4.780981164604036771e+00 4.701241592305814621e+00 4.671551326024562023e+00 4.644405939710273046e+00 4.629984953230808387e+00 2.340536510650882462e+01
5.000000000000000278e-02 7.727103873026644365e+00 7.358944571139109492e+00 6.873720790771204570e+00 6.343537464320260000e+00 5.856617097307712072e+00 5.472340222296067758e+00 5.172044386194253107e+00 4.923494442754050127e+00 4.683427432537062174e+00 4.440815542353110601e+00 4.321206183905777820e+00 4.271156877888808268e+00 4.227045625128089235e+00 4.204989998747730162e+00 2.628312793766293609e+01
1.000000000000000056e-01 8.771352952804425840e+00 7.801753685390936610e+00 6.950067189780140708e+00 6.221383225905961822e+00 5.601280807288937957e+00 5.085518467317458935e+00 4.652888872933488962e+00 4.291515917624525223e+00 3.993764961489674636e+00 3.711283285156611100e+00 3.578949526874455334e+00 3.536534860758379750e+00 3.488182141386054091e+00 3.463581635038730067e+00 2.720580928202076976e+01
2.000000000000000111e-01 9.458470543884848425e+00 7.989226509623990502e+00 6.798222685084589045e+00 5.840499524183604407e+00 5.073642360804957896e+00 4.459477995444183662e+00 3.942867362150383581e+00 3.478850914840517117e+00 3.083546226638692822e+00 2.745925484354731605e+00 2.592384393014538269e+00 2.535548740418996694e+00 2.486347727724349088e+00 2.462595514699347010e+00 2.706211308169441665e+01
5.000000000000000000e-01 1.023041746719742484e+01 8.071510961889178049e+00 6.526768821941706378e+00 5.382421130129987574e+00 4.497651194948651288e+00 3.771512111041438242e+00 3.156499452358342950e+00 2.616136606039540347e+00 2.143637225506458854e+00 1.725428617601953540e+00 1.542197259980507162e+00 1.478575260806394009e+00 1.421739608210852657e+00 1.396290808541207351e+00 2.675191299462402483e+01
1.000000000000000000e+00 1.084118865926891218e+01 8.351447758255277520e+00 6.651467940322968175e+00 5.421442622956777591e+00 4.467960928667399578e+00 3.681593018875358503e+00 3.012289587563686144e+00 2.421877435227914432e+00 1.901873628644827896e+00 1.424284488177817165e+00 1.198638464440295204e+00 1.115505718852787265e+00 1.040855906488494131e+00 1.006075880273312073e+00 2.753993654481479680e+01
2.000000000000000000e+00 1.140954518522432437e+01 8.822250552143716007e+00 7.116332680955156142e+00 5.858313683952355078e+00 4.870051963447795451e+00 4.048055734118251259e+00 3.334641050045860311e+00 2.683151778502939511e+00 2.085953279588595777e+00 1.491299660641216329e+00 1.175734544737614184e+00 1.045097373100101645e+00 9.220948413634825203e-01 8.618660154786552674e-01 2.924597025224788638e+01
3.000000000000000000e+00 1.165555024869756195e+01 9.119153214956245534e+00 7.481098809553406781e+00 6.244287145608643286e+00 5.248390785203190134e+00 4.403490636170963590e+00 3.668020325718214014e+00 2.999565187728863158e+00 2.355710556086836327e+00 1.660110031783197160e+00 1.258867290325122568e+00 1.079029105992961979e+00 8.974943350161587174e-01 8.177547627179367895e-01 3.042296601445764281e+01
4.000000000000000000e+00 1.168948198159042384e+01 9.348192411983053063e+00 7.786484405589151336e+00 6.541189808421172813e+00 5.526630994924643936e+00 4.685972312504027570e+00 3.957288348629849128e+00 3.276957104127997233e+00 2.601715619560074799e+00 1.828920402925177990e+00 1.353876142425131768e+00 1.135864758588503332e+00 8.957977483715158229e-01 7.931542563706128757e-01 3.120688954407478022e+01
5.000000000000000000e+00 1.175734544737614407e+01 9.475436410331278481e+00 7.978198696433810966e+00 6.765139245514050437e+00 5.764153125174668268e+00 4.926039322721015523e+00 4.193962185557550626e+00 3.508541181121770158e+00 2.818030416752059786e+00 1.988399547521621846e+00 1.447188407880497962e+00 1.191003824539401457e+00 9.025840949500879562e-01 7.761883899241827089e-01 3.180320046089395802e+01
6.000000000000000000e+00 1.179976011349221920e+01 9.568748675786645563e+00 8.124105147873111221e+00 6.940735963234604178e+00 5.955867416019329674e+00 5.124539960144248951e+00 4.395007702947748562e+00 3.708738405189646592e+00 3.010593000919043138e+00 2.136002585605564885e+00 1.537955793368899648e+00 1.247839477134942809e+00 9.127636148179459896e-01 7.634639900893599451e-01 3.226664597756263220e+01
8.000000000000000000e+00 1.182520891316186606e+01 9.687509740911657730e+00 8.333633598486525074e+00 7.205403479798915711e+00 6.251921785509536811e+00 5.436711902758563753e+00 4.719055752074566179e+00 4.044662560828964359e+00 3.343123983269075339e+00 2.396428635558268905e+00 1.700828111254629738e+00 1.353876142425131768e+00 9.526334009670570646e-01 7.448015369982867728e-01 3.292416651626275126e+01
1.000000000000000000e+01 1.183369184638507932e+01 9.763856139920591204e+00 8.473601996669575698e+00 7.388634837420362977e+00 6.465691702734557289e+00 5.673385739686265694e+00 4.972695455448698176e+00 4.312723250682561904e+00 3.616274433056601456e+00 2.628861005874362888e+00 1.857762375884109307e+00 1.459064514392999223e+00 9.891100138268819064e-01 7.320771371634640090e-01 3.339240913115096987e+01
