1.500000000000000000e+01 1.188458944572437126e+01 9.874134271822390119e+00 8.669557754125845506e+00 7.654150647306994237e+00 6.796526098439947816e+00 6.064448961276482919e+00 5.416352863022848574e+00 4.794553857761180815e+00 4.125250426449508900e+00 3.132747239333340428e+00 2.229314851060931080e+00 1.706766164510880479e+00 1.072242759414390179e+00 7.142629773947122285e-01 3.418953730687991310e+01
2.000000000000000000e+01 1.186762357927794120e+01 9.916548937938463482e+00 8.771352952804425840e+00 7.814478085225760040e+00 7.006054549053360780e+00 6.318936957972936419e+00 5.731917978926450274e+00 5.135567773334428487e+00 4.501044368237938187e+00 3.500058247898555130e+00 2.535548740418996694e+00 1.947681468050189268e+00 1.177431131382257190e+00 7.040834575268541951e-01 3.463481063107403202e+01
3.000000000000000000e+01 1.180824304671543423e+01 9.941997737608112118e+00 8.881631084706221202e+00 7.999406029491849424e+00 7.257149372460527381e+00 6.635350367198860511e+00 6.100077280813986924e+00 5.596191047355008941e+00 5.035469161300490271e+00 4.047207440795929756e+00 3.012289587563686144e+00 2.346379329541299796e+00 1.384414702028706090e+00 6.930556443366745478e-01 3.513586081397840388e+01
4.000000000000000000e+01 1.179976011349221920e+01 9.958963604054540397e+00 8.941011617268726397e+00 8.092718294947214730e+00 7.393724597354290218e+00 6.820278311464948118e+00 6.336751117741687089e+00 5.888003950233608563e+00 5.388359183386238094e+00 4.464567755378112679e+00 3.413532329021760958e+00 2.687393245114547469e+00 1.565101179683187960e+00 6.879658844027456421e-01 3.547963373352631322e+01
5.000000000000000000e+01 1.179976011349221920e+01 9.958963604054540397e+00 8.983426283384803313e+00 8.166519813989188137e+00 7.479402222908763775e+00 6.924618390110495625e+00 6.495381969015810775e+00 6.106015334070237444e+00 5.641150593438049476e+00 4.767408471446892726e+00 3.766422351107509670e+00 3.017379347497615161e+00 1.745787657337669829e+00 6.845727111134595200e-01 3.571955314473414944e+01
6.000000000000000000e+01 1.177431131382257412e+01 9.975929470500970453e+00 9.008875083054446620e+00 8.203844720171334259e+00 7.543872515405198875e+00 7.019627242210504825e+00 6.611598154173857544e+00 6.259556425410430336e+00 5.845589284117532536e+00 5.023593054787989232e+00 4.038724507572714728e+00 3.277805397450318736e+00 1.912901441835007654e+00 6.820278311464949006e-01 3.588973090545148636e+01
8.000000000000000000e+01 1.176582838059935732e+01 9.992895336947400509e+00 9.042806815947308507e+00 8.259832079444553443e+00 7.632095020926636053e+00 7.145174653914088125e+00 6.770229005447980342e+00 6.462298529445272166e+00 6.148430000186313471e+00 5.422290916279099093e+00 4.472202395279007092e+00 3.712131578478933047e+00 2.210652397969857574e+00 6.786346578572090005e-01 3.615631462585987066e+01
1.000000000000000000e+02 1.174886251415292904e+01 1.000986120339383234e+01 9.068255615616953591e+00 8.302246745560628582e+00 7.691475553489141248e+00 7.224065932889988773e+00 6.875417377415848463e+00 6.605660100917607025e+00 6.350323810898832022e+00 5.712407232513055710e+00 4.811519724207610871e+00 4.055690374019143896e+00 2.471926741244883541e+00 6.769380712125658839e-01 3.633948775640821083e+01
2.000000000000000000e+02 1.167251611514399379e+01 1.005227586950990570e+01 9.153084947849103870e+00 8.409979997495460324e+00 7.827202485060583470e+00 7.397117770643577117e+00 7.109546334376585008e+00 6.939887669912281787e+00 6.821126604787271397e+00 6.479264395891701334e+00 5.808264377935386413e+00 5.131326306722820974e+00 3.439829422013727545e+00 6.735448979232797617e-01 3.677740640220538637e+01
5.000000000000000000e+02 1.142651105167075620e+01 1.006924173595633754e+01 9.187016680741963981e+00 8.469360530057967296e+00 7.911183523970413134e+00 7.511637369156981769e+00 7.264784012361421794e+00 7.161292227038196678e+00 7.171471746906055600e+00 7.148567827203374137e+00 6.814340258208698486e+00 6.365593090700619072e+00 4.906528576307620071e+00 6.710000179563153644e-01 3.691269295065134770e+01
1.000000000000000000e+03 1.129926705332252901e+01 1.007772466917955256e+01 9.203982547188395813e+00 8.491416156438326368e+00 7.941722083573987234e+00 7.553203741950735406e+00 7.323316251601604598e+00 7.244424972625703951e+00 7.302957211865889420e+00 7.416628517056971681e+00 7.313985025056068956e+00 7.039137988623899389e+00 5.889700536878251569e+00 6.701517246339938616e-01 3.695360440131077695e+01
2.000000000000000000e+03 1.122292065431359198e+01 1.007772466917955256e+01 9.212465480411610841e+00 8.499899089661541396e+00 7.958687950020417290e+00 7.575259368331094478e+00 7.352158224560536581e+00 7.289384518708744487e+00 7.371668970973931145e+00 7.568473021752523344e+00 7.599011581356097444e+00 7.451408543272154184e+00 6.731207512621190325e+00 6.701517246339938616e-01 3.697017203695221355e+01
5.000000000000000000e+03 1.118050598819751684e+01 1.007772466917955256e+01 9.203982547188395813e+00 8.508382022884756424e+00 7.967170883243631430e+00 7.589680354810559137e+00 7.369124091006966637e+00 7.303805505188210034e+00 7.428504623569472720e+00 7.664330167174853159e+00 7.780546352332899929e+00 7.789029285556115845e+00 7.464981236429298228e+00 6.701517246339938616e-01 3.698533094071827065e+01
1.000000000000000000e+04 1.113809132208144170e+01 1.007772466917955256e+01 9.212465480411610841e+00 8.508382022884756424e+00 7.971412349855239832e+00 7.593073528099846037e+00 7.376758730907860162e+00 7.325012838246248492e+00 7.432746090181081122e+00 7.691475553489141248e+00 7.857741044664157570e+00 7.891672777557019458e+00 7.753400966018611840e+00 6.693034313116722478e-01 3.696874255635188433e+01
